PERSON_TYPE,PER,ORIG_PURPOSE,TIME_USE
CHILD AGE 16 PLUS,30,SCHOOL,100.821803541667
CHILD AGE 16 PLUS,30,SHOP,13.8772445833333
CHILD AGE 16 PLUS,30,SOC AND REC,38.8307591666667
CHILD AGE 16 PLUS,30,WORK,28.8962289583333
CHILD AGE 16 PLUS,31,COMMUTE,50.3503932075232
CHILD AGE 16 PLUS,31,ESCORT,60.10412875
CHILD AGE 16 PLUS,31,HOME,191.868843958333
CHILD AGE 16 PLUS,31,MEAL,15.807149375
CHILD AGE 16 PLUS,31,OTHER,0
CHILD AGE 16 PLUS,31,SCHOOL,77.5465360416667
CHILD AGE 16 PLUS,31,SHOP,26.0174575
CHILD AGE 16 PLUS,31,SOC AND REC,61.5880904166667
CHILD AGE 16 PLUS,31,WORK,24.7685429166667
CHILD AGE 16 PLUS,32,COMMUTE,28.8718510655093
CHILD AGE 16 PLUS,32,ESCORT,70.9516210416667
CHILD AGE 16 PLUS,32,HOME,170.750381666667
CHILD AGE 16 PLUS,32,MEAL,19.3924316666667
CHILD AGE 16 PLUS,32,OTHER,0
CHILD AGE 16 PLUS,32,SCHOOL,65.41032375
CHILD AGE 16 PLUS,32,SHOP,30.0506014583333
CHILD AGE 16 PLUS,32,SOC AND REC,47.5369479166667
CHILD AGE 16 PLUS,32,WORK,27.4258170833333
CHILD AGE 16 PLUS,33,COMMUTE,40.2184480826389
CHILD AGE 16 PLUS,33,ESCORT,60.10412875
CHILD AGE 16 PLUS,33,HOME,182.695621041667
CHILD AGE 16 PLUS,33,MEAL,6.88743104166667
CHILD AGE 16 PLUS,33,OTHER,0
CHILD AGE 16 PLUS,33,SCHOOL,50.3904283333333
CHILD AGE 16 PLUS,33,SHOP,27.664665625
CHILD AGE 16 PLUS,33,SOC AND REC,53.5449060416667
CHILD AGE 16 PLUS,33,WORK,27.4258170833333
CHILD AGE 16 PLUS,34,COMMUTE,25.4506120770833
CHILD AGE 16 PLUS,34,ESCORT,59.026845625
CHILD AGE 16 PLUS,34,HOME,170.188636041667
CHILD AGE 16 PLUS,34,MEAL,3.30214875
CHILD AGE 16 PLUS,34,OTHER,0
CHILD AGE 16 PLUS,34,SCHOOL,40.3771647916667
CHILD AGE 16 PLUS,34,SHOP,38.2260027083333
CHILD AGE 16 PLUS,34,SOC AND REC,40.7812252083333
CHILD AGE 16 PLUS,34,WORK,27.4258170833333
CHILD AGE 16 PLUS,35,COMMUTE,50.3711549659722
CHILD AGE 16 PLUS,35,ESCORT,48.4954554166667
CHILD AGE 16 PLUS,35,HOME,193.960056666667
CHILD AGE 16 PLUS,35,MEAL,10.2932510416667
CHILD AGE 16 PLUS,35,OTHER,0
CHILD AGE 16 PLUS,35,SCHOOL,40.3771647916667
CHILD AGE 16 PLUS,35,SHOP,34.54081625
CHILD AGE 16 PLUS,35,SOC AND REC,32.525853125
CHILD AGE 16 PLUS,35,WORK,27.4258170833333
CHILD AGE 16 PLUS,36,COMMUTE,49.8688613545139
CHILD AGE 16 PLUS,36,ESCORT,63.4228885416667
CHILD AGE 16 PLUS,36,HOME,214.322351041667
CHILD AGE 16 PLUS,36,MEAL,7.72118083333333
CHILD AGE 16 PLUS,36,OTHER,0
CHILD AGE 16 PLUS,36,SCHOOL,24.8147502083333
CHILD AGE 16 PLUS,36,SHOP,25.237388125
CHILD AGE 16 PLUS,36,SOC AND REC,21.4387766666667
CHILD AGE 16 PLUS,36,WORK,2.65727416666667
CHILD AGE 16 PLUS,37,COMMUTE,29.7970402979167
CHILD AGE 16 PLUS,37,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,37,HOME,153.0251075
CHILD AGE 16 PLUS,37,MEAL,3.30214875
CHILD AGE 16 PLUS,37,OTHER,0
CHILD AGE 16 PLUS,37,SCHOOL,10.0707927083333
CHILD AGE 16 PLUS,37,SHOP,21.9836439583333
CHILD AGE 16 PLUS,37,SOC AND REC,31.83833375
CHILD AGE 16 PLUS,37,WORK,2.65727416666667
CHILD AGE 16 PLUS,38,COMMUTE,14.4387775440972
CHILD AGE 16 PLUS,38,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,38,HOME,163.6734375
CHILD AGE 16 PLUS,38,MEAL,3.30214875
CHILD AGE 16 PLUS,38,OTHER,0
CHILD AGE 16 PLUS,38,SCHOOL,0
CHILD AGE 16 PLUS,38,SHOP,11.392553125
CHILD AGE 16 PLUS,38,SOC AND REC,6.76996520833333
CHILD AGE 16 PLUS,38,WORK,2.65727416666667
CHILD AGE 16 PLUS,39,COMMUTE,0
CHILD AGE 16 PLUS,39,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,39,HOME,123.782470416667
CHILD AGE 16 PLUS,39,MEAL,3.30214875
CHILD AGE 16 PLUS,39,OTHER,0
CHILD AGE 16 PLUS,39,SCHOOL,0
CHILD AGE 16 PLUS,39,SHOP,10.5750958333333
CHILD AGE 16 PLUS,39,SOC AND REC,0.762007083333333
CHILD AGE 16 PLUS,39,WORK,0
CHILD AGE 16 PLUS,40,COMMUTE,0
CHILD AGE 16 PLUS,40,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,40,HOME,123.782470416667
CHILD AGE 16 PLUS,40,MEAL,3.30214875
CHILD AGE 16 PLUS,40,OTHER,0
CHILD AGE 16 PLUS,40,SCHOOL,0
CHILD AGE 16 PLUS,40,SHOP,10.5750958333333
CHILD AGE 16 PLUS,40,SOC AND REC,0.762007083333333
CHILD AGE 16 PLUS,40,WORK,0
CHILD AGE 16 PLUS,41,COMMUTE,0.309882880555556
CHILD AGE 16 PLUS,41,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,41,HOME,124.5444775
CHILD AGE 16 PLUS,41,MEAL,3.30214875
CHILD AGE 16 PLUS,41,OTHER,0
CHILD AGE 16 PLUS,41,SCHOOL,0
CHILD AGE 16 PLUS,41,SHOP,10.5750958333333
CHILD AGE 16 PLUS,41,SOC AND REC,0.762007083333333
CHILD AGE 16 PLUS,41,WORK,0
CHILD AGE 16 PLUS,42,COMMUTE,0
CHILD AGE 16 PLUS,42,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,42,HOME,123.782470416667
CHILD AGE 16 PLUS,42,MEAL,3.30214875
CHILD AGE 16 PLUS,42,OTHER,0
CHILD AGE 16 PLUS,42,SCHOOL,0
CHILD AGE 16 PLUS,42,SHOP,10.5750958333333
CHILD AGE 16 PLUS,42,SOC AND REC,0
CHILD AGE 16 PLUS,42,WORK,0
CHILD AGE 16 PLUS,43,COMMUTE,0
CHILD AGE 16 PLUS,43,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,43,HOME,123.782470416667
CHILD AGE 16 PLUS,43,MEAL,3.30214875
CHILD AGE 16 PLUS,43,OTHER,0
CHILD AGE 16 PLUS,43,SCHOOL,0
CHILD AGE 16 PLUS,43,SHOP,10.5750958333333
CHILD AGE 16 PLUS,43,SOC AND REC,0
CHILD AGE 16 PLUS,43,WORK,0
CHILD AGE 16 PLUS,44,COMMUTE,0
CHILD AGE 16 PLUS,44,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,44,HOME,123.782470416667
CHILD AGE 16 PLUS,44,MEAL,3.30214875
CHILD AGE 16 PLUS,44,OTHER,0
CHILD AGE 16 PLUS,44,SCHOOL,0
CHILD AGE 16 PLUS,44,SHOP,10.5750958333333
CHILD AGE 16 PLUS,44,SOC AND REC,0
CHILD AGE 16 PLUS,44,WORK,0
CHILD AGE 16 PLUS,45,COMMUTE,0
CHILD AGE 16 PLUS,45,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,45,HOME,123.782470416667
CHILD AGE 16 PLUS,45,MEAL,3.30214875
CHILD AGE 16 PLUS,45,OTHER,0
CHILD AGE 16 PLUS,45,SCHOOL,0
CHILD AGE 16 PLUS,45,SHOP,10.5750958333333
CHILD AGE 16 PLUS,45,SOC AND REC,0
CHILD AGE 16 PLUS,45,WORK,0
CHILD AGE 16 PLUS,46,COMMUTE,0
CHILD AGE 16 PLUS,46,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,46,HOME,123.782470416667
CHILD AGE 16 PLUS,46,MEAL,3.30214875
CHILD AGE 16 PLUS,46,OTHER,0
CHILD AGE 16 PLUS,46,SCHOOL,0
CHILD AGE 16 PLUS,46,SHOP,10.5750958333333
CHILD AGE 16 PLUS,46,SOC AND REC,0
CHILD AGE 16 PLUS,46,WORK,0
CHILD AGE 16 PLUS,47,COMMUTE,0
CHILD AGE 16 PLUS,47,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,47,HOME,123.782470416667
CHILD AGE 16 PLUS,47,MEAL,3.30214875
CHILD AGE 16 PLUS,47,OTHER,0
CHILD AGE 16 PLUS,47,SCHOOL,0
CHILD AGE 16 PLUS,47,SHOP,10.5750958333333
CHILD AGE 16 PLUS,47,SOC AND REC,0
CHILD AGE 16 PLUS,47,WORK,0
CHILD AGE 16 PLUS,48,COMMUTE,0
CHILD AGE 16 PLUS,48,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,48,HOME,123.782470416667
CHILD AGE 16 PLUS,48,MEAL,3.30214875
CHILD AGE 16 PLUS,48,OTHER,0
CHILD AGE 16 PLUS,48,SCHOOL,0
CHILD AGE 16 PLUS,48,SHOP,10.5750958333333
CHILD AGE 16 PLUS,48,SOC AND REC,0
CHILD AGE 16 PLUS,48,WORK,0
CHILD AGE 5 TO 15,1,COMMUTE,5.550616427
CHILD AGE 5 TO 15,1,ESCORT,47.9952054166667
CHILD AGE 5 TO 15,1,HOME,1301.46613041667
CHILD AGE 5 TO 15,1,MEAL,7.09626958333333
CHILD AGE 5 TO 15,1,OTHER,0
CHILD AGE 5 TO 15,1,SCHOOL,0
CHILD AGE 5 TO 15,1,SHOP,47.3198208333333
CHILD AGE 5 TO 15,1,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,1,WORK,0
CHILD AGE 5 TO 15,2,COMMUTE,5.550616427
CHILD AGE 5 TO 15,2,ESCORT,47.9952054166667
CHILD AGE 5 TO 15,2,HOME,1301.46613041667
CHILD AGE 5 TO 15,2,MEAL,7.09626958333333
CHILD AGE 5 TO 15,2,OTHER,0
CHILD AGE 5 TO 15,2,SCHOOL,0
CHILD AGE 5 TO 15,2,SHOP,47.3198208333333
CHILD AGE 5 TO 15,2,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,2,WORK,0
CHILD AGE 5 TO 15,3,COMMUTE,5.550616427
CHILD AGE 5 TO 15,3,ESCORT,47.9952054166667
CHILD AGE 5 TO 15,3,HOME,1301.46613041667
CHILD AGE 5 TO 15,3,MEAL,7.09626958333333
CHILD AGE 5 TO 15,3,OTHER,0
CHILD AGE 5 TO 15,3,SCHOOL,0
CHILD AGE 5 TO 15,3,SHOP,47.3198208333333
CHILD AGE 5 TO 15,3,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,3,WORK,0
CHILD AGE 5 TO 15,4,COMMUTE,5.550616427
CHILD AGE 5 TO 15,4,ESCORT,47.9952054166667
CHILD AGE 5 TO 15,4,HOME,1301.46613041667
CHILD AGE 5 TO 15,4,MEAL,7.09626958333333
CHILD AGE 5 TO 15,4,OTHER,0
CHILD AGE 5 TO 15,4,SCHOOL,0
CHILD AGE 5 TO 15,4,SHOP,47.3198208333333
CHILD AGE 5 TO 15,4,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,4,WORK,0
CHILD AGE 5 TO 15,5,COMMUTE,7.36460476033333
CHILD AGE 5 TO 15,5,ESCORT,47.9952054166667
CHILD AGE 5 TO 15,5,HOME,1301.46613041667
CHILD AGE 5 TO 15,5,MEAL,7.09626958333333
CHILD AGE 5 TO 15,5,OTHER,0
CHILD AGE 5 TO 15,5,SCHOOL,0
CHILD AGE 5 TO 15,5,SHOP,47.3198208333333
CHILD AGE 5 TO 15,5,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,5,WORK,0
CHILD AGE 5 TO 15,6,COMMUTE,28.7803201388056
CHILD AGE 5 TO 15,6,ESCORT,47.9952054166667
CHILD AGE 5 TO 15,6,HOME,1301.46613041667
CHILD AGE 5 TO 15,6,MEAL,7.09626958333333
CHILD AGE 5 TO 15,6,OTHER,0
CHILD AGE 5 TO 15,6,SCHOOL,0
CHILD AGE 5 TO 15,6,SHOP,50.9477975
CHILD AGE 5 TO 15,6,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,6,WORK,0
CHILD AGE 5 TO 15,7,COMMUTE,79.9042919868876
CHILD AGE 5 TO 15,7,ESCORT,71.9495222916667
CHILD AGE 5 TO 15,7,HOME,1335.77061208333
CHILD AGE 5 TO 15,7,MEAL,7.09626958333333
CHILD AGE 5 TO 15,7,OTHER,0
CHILD AGE 5 TO 15,7,SCHOOL,8.25667125
CHILD AGE 5 TO 15,7,SHOP,50.9477975
CHILD AGE 5 TO 15,7,SOC AND REC,20.5503775
CHILD AGE 5 TO 15,7,WORK,12.3850070833333
CHILD AGE 5 TO 15,8,COMMUTE,276.952895726124
CHILD AGE 5 TO 15,8,ESCORT,117.955533125
CHILD AGE 5 TO 15,8,HOME,1322.972530625
CHILD AGE 5 TO 15,8,MEAL,7.09626958333333
CHILD AGE 5 TO 15,8,OTHER,0
CHILD AGE 5 TO 15,8,SCHOOL,79.4486395833334
CHILD AGE 5 TO 15,8,SHOP,65.5383529166667
CHILD AGE 5 TO 15,8,SOC AND REC,23.281503125
CHILD AGE 5 TO 15,8,WORK,22.7058460416667
CHILD AGE 5 TO 15,9,COMMUTE,827.721511705753
CHILD AGE 5 TO 15,9,ESCORT,514.987744166667
CHILD AGE 5 TO 15,9,HOME,1274.49406791666
CHILD AGE 5 TO 15,9,MEAL,12.0767972916667
CHILD AGE 5 TO 15,9,OTHER,0
CHILD AGE 5 TO 15,9,SCHOOL,801.65882875
CHILD AGE 5 TO 15,9,SHOP,69.270361875
CHILD AGE 5 TO 15,9,SOC AND REC,68.1156058333334
CHILD AGE 5 TO 15,9,WORK,51.6742985416667
CHILD AGE 5 TO 15,10,COMMUTE,815.230136276471
CHILD AGE 5 TO 15,10,ESCORT,631.897222916667
CHILD AGE 5 TO 15,10,HOME,1069.30351229167
CHILD AGE 5 TO 15,10,MEAL,24.7531491666667
CHILD AGE 5 TO 15,10,OTHER,0
CHILD AGE 5 TO 15,10,SCHOOL,1320.67491791667
CHILD AGE 5 TO 15,10,SHOP,102.240324375
CHILD AGE 5 TO 15,10,SOC AND REC,119.60357
CHILD AGE 5 TO 15,10,WORK,79.99937625
CHILD AGE 5 TO 15,11,COMMUTE,745.275459012388
CHILD AGE 5 TO 15,11,ESCORT,732.533839166667
CHILD AGE 5 TO 15,11,HOME,993.623605625002
CHILD AGE 5 TO 15,11,MEAL,25.899811875
CHILD AGE 5 TO 15,11,OTHER,0
CHILD AGE 5 TO 15,11,SCHOOL,2028.49973333333
CHILD AGE 5 TO 15,11,SHOP,120.77564
CHILD AGE 5 TO 15,11,SOC AND REC,193.999556875
CHILD AGE 5 TO 15,11,WORK,108.060095208333
CHILD AGE 5 TO 15,12,COMMUTE,419.45119107879
CHILD AGE 5 TO 15,12,ESCORT,736.655366666667
CHILD AGE 5 TO 15,12,HOME,780.410663541667
CHILD AGE 5 TO 15,12,MEAL,25.4881795833333
CHILD AGE 5 TO 15,12,OTHER,0
CHILD AGE 5 TO 15,12,SCHOOL,2207.5568775
CHILD AGE 5 TO 15,12,SHOP,164.737899791667
CHILD AGE 5 TO 15,12,SOC AND REC,265.467795625
CHILD AGE 5 TO 15,12,WORK,103.37924875
CHILD AGE 5 TO 15,13,COMMUTE,348.752178063049
CHILD AGE 5 TO 15,13,ESCORT,808.734853333334
CHILD AGE 5 TO 15,13,HOME,702.923812083334
CHILD AGE 5 TO 15,13,MEAL,12.9571985416667
CHILD AGE 5 TO 15,13,OTHER,0
CHILD AGE 5 TO 15,13,SCHOOL,2596.06948708333
CHILD AGE 5 TO 15,13,SHOP,167.0497225
CHILD AGE 5 TO 15,13,SOC AND REC,251.145408125
CHILD AGE 5 TO 15,13,WORK,103.37924875
CHILD AGE 5 TO 15,14,COMMUTE,134.532644756287
CHILD AGE 5 TO 15,14,ESCORT,722.366584375
CHILD AGE 5 TO 15,14,HOME,741.165301875
CHILD AGE 5 TO 15,14,MEAL,39.9489533333333
CHILD AGE 5 TO 15,14,OTHER,0
CHILD AGE 5 TO 15,14,SCHOOL,2609.61511395833
CHILD AGE 5 TO 15,14,SHOP,169.168757916667
CHILD AGE 5 TO 15,14,SOC AND REC,268.117418541667
CHILD AGE 5 TO 15,14,WORK,103.37924875
CHILD AGE 5 TO 15,15,COMMUTE,85.6811329863792
CHILD AGE 5 TO 15,15,ESCORT,723.196920833333
CHILD AGE 5 TO 15,15,HOME,729.726410208334
CHILD AGE 5 TO 15,15,MEAL,27.56394625
CHILD AGE 5 TO 15,15,OTHER,0
CHILD AGE 5 TO 15,15,SCHOOL,2609.61511395833
CHILD AGE 5 TO 15,15,SHOP,174.371191458333
CHILD AGE 5 TO 15,15,SOC AND REC,301.312233333333
CHILD AGE 5 TO 15,15,WORK,103.37924875
CHILD AGE 5 TO 15,16,COMMUTE,73.9121825410088
CHILD AGE 5 TO 15,16,ESCORT,728.240461041667
CHILD AGE 5 TO 15,16,HOME,719.529109791667
CHILD AGE 5 TO 15,16,MEAL,24.2612777083333
CHILD AGE 5 TO 15,16,OTHER,0
CHILD AGE 5 TO 15,16,SCHOOL,2604.92958041666
CHILD AGE 5 TO 15,16,SHOP,154.115768958333
CHILD AGE 5 TO 15,16,SOC AND REC,313.286423541667
CHILD AGE 5 TO 15,16,WORK,103.37924875
CHILD AGE 5 TO 15,17,COMMUTE,85.5868054354532
CHILD AGE 5 TO 15,17,ESCORT,728.040081458333
CHILD AGE 5 TO 15,17,HOME,728.460388333334
CHILD AGE 5 TO 15,17,MEAL,29.1247960416667
CHILD AGE 5 TO 15,17,OTHER,0
CHILD AGE 5 TO 15,17,SCHOOL,2604.92958041666
CHILD AGE 5 TO 15,17,SHOP,163.472785416667
CHILD AGE 5 TO 15,17,SOC AND REC,307.339719791667
CHILD AGE 5 TO 15,17,WORK,103.37924875
CHILD AGE 5 TO 15,18,COMMUTE,65.2893046407773
CHILD AGE 5 TO 15,18,ESCORT,764.369435416667
CHILD AGE 5 TO 15,18,HOME,710.485344375001
CHILD AGE 5 TO 15,18,MEAL,29.216808125
CHILD AGE 5 TO 15,18,OTHER,0
CHILD AGE 5 TO 15,18,SCHOOL,2604.92958041666
CHILD AGE 5 TO 15,18,SHOP,142.7406225
CHILD AGE 5 TO 15,18,SOC AND REC,274.313034375
CHILD AGE 5 TO 15,18,WORK,103.37924875
CHILD AGE 5 TO 15,19,COMMUTE,99.9204323018884
CHILD AGE 5 TO 15,19,ESCORT,736.098148958333
CHILD AGE 5 TO 15,19,HOME,754.474733541667
CHILD AGE 5 TO 15,19,MEAL,24.3532897916667
CHILD AGE 5 TO 15,19,OTHER,0
CHILD AGE 5 TO 15,19,SCHOOL,2604.92958041666
CHILD AGE 5 TO 15,19,SHOP,150.354094583333
CHILD AGE 5 TO 15,19,SOC AND REC,290.319408125
CHILD AGE 5 TO 15,19,WORK,103.37924875
CHILD AGE 5 TO 15,20,COMMUTE,118.950798818208
CHILD AGE 5 TO 15,20,ESCORT,721.634858333334
CHILD AGE 5 TO 15,20,HOME,806.971535625001
CHILD AGE 5 TO 15,20,MEAL,46.935631875
CHILD AGE 5 TO 15,20,OTHER,0
CHILD AGE 5 TO 15,20,SCHOOL,2596.704875
CHILD AGE 5 TO 15,20,SHOP,129.941457708333
CHILD AGE 5 TO 15,20,SOC AND REC,296.586645833333
CHILD AGE 5 TO 15,20,WORK,103.37924875
CHILD AGE 5 TO 15,21,COMMUTE,108.589243824111
CHILD AGE 5 TO 15,21,ESCORT,721.361894166667
CHILD AGE 5 TO 15,21,HOME,814.105043750001
CHILD AGE 5 TO 15,21,MEAL,86.5044329166667
CHILD AGE 5 TO 15,21,OTHER,0
CHILD AGE 5 TO 15,21,SCHOOL,2526.909424375
CHILD AGE 5 TO 15,21,SHOP,150.776955
CHILD AGE 5 TO 15,21,SOC AND REC,262.536405208333
CHILD AGE 5 TO 15,21,WORK,103.37924875
CHILD AGE 5 TO 15,22,COMMUTE,167.034106872837
CHILD AGE 5 TO 15,22,ESCORT,742.211305416667
CHILD AGE 5 TO 15,22,HOME,794.363004583334
CHILD AGE 5 TO 15,22,MEAL,86.5044329166667
CHILD AGE 5 TO 15,22,OTHER,0
CHILD AGE 5 TO 15,22,SCHOOL,2539.29443125
CHILD AGE 5 TO 15,22,SHOP,192.680398958333
CHILD AGE 5 TO 15,22,SOC AND REC,250.488495416667
CHILD AGE 5 TO 15,22,WORK,103.37924875
CHILD AGE 5 TO 15,23,COMMUTE,316.719345786032
CHILD AGE 5 TO 15,23,ESCORT,778.276377708333
CHILD AGE 5 TO 15,23,HOME,1104.14944625
CHILD AGE 5 TO 15,23,MEAL,84.0567558333333
CHILD AGE 5 TO 15,23,OTHER,0
CHILD AGE 5 TO 15,23,SCHOOL,2365.28954770833
CHILD AGE 5 TO 15,23,SHOP,239.915258125
CHILD AGE 5 TO 15,23,SOC AND REC,255.663995
CHILD AGE 5 TO 15,23,WORK,86.86590625
CHILD AGE 5 TO 15,24,COMMUTE,444.578129961958
CHILD AGE 5 TO 15,24,ESCORT,754.536825833333
CHILD AGE 5 TO 15,24,HOME,1097.591090625
CHILD AGE 5 TO 15,24,MEAL,80.2435354166667
CHILD AGE 5 TO 15,24,OTHER,0
CHILD AGE 5 TO 15,24,SCHOOL,2185.15052354166
CHILD AGE 5 TO 15,24,SHOP,300.39771375
CHILD AGE 5 TO 15,24,SOC AND REC,320.506068541667
CHILD AGE 5 TO 15,24,WORK,86.86590625
CHILD AGE 5 TO 15,25,COMMUTE,633.701084829435
CHILD AGE 5 TO 15,25,ESCORT,785.590114375
CHILD AGE 5 TO 15,25,HOME,1492.94373979166
CHILD AGE 5 TO 15,25,MEAL,99.6059589583333
CHILD AGE 5 TO 15,25,OTHER,0
CHILD AGE 5 TO 15,25,SCHOOL,1889.81371229167
CHILD AGE 5 TO 15,25,SHOP,344.440370416667
CHILD AGE 5 TO 15,25,SOC AND REC,258.731328125
CHILD AGE 5 TO 15,25,WORK,58.8461277083333
CHILD AGE 5 TO 15,26,COMMUTE,744.805937519906
CHILD AGE 5 TO 15,26,ESCORT,825.319857083333
CHILD AGE 5 TO 15,26,HOME,1734.32129104166
CHILD AGE 5 TO 15,26,MEAL,83.7211254166667
CHILD AGE 5 TO 15,26,OTHER,0
CHILD AGE 5 TO 15,26,SCHOOL,1340.90220458333
CHILD AGE 5 TO 15,26,SHOP,314.051447083333
CHILD AGE 5 TO 15,26,SOC AND REC,291.87062
CHILD AGE 5 TO 15,26,WORK,51.5508502083333
CHILD AGE 5 TO 15,27,COMMUTE,716.858525548345
CHILD AGE 5 TO 15,27,ESCORT,713.279233541667
CHILD AGE 5 TO 15,27,HOME,1924.46683875
CHILD AGE 5 TO 15,27,MEAL,42.9758066666667
CHILD AGE 5 TO 15,27,OTHER,0
CHILD AGE 5 TO 15,27,SCHOOL,962.967949583333
CHILD AGE 5 TO 15,27,SHOP,395.104519375
CHILD AGE 5 TO 15,27,SOC AND REC,288.240219583333
CHILD AGE 5 TO 15,27,WORK,44.2555725
CHILD AGE 5 TO 15,28,COMMUTE,701.71522482022
CHILD AGE 5 TO 15,28,ESCORT,633.050814166667
CHILD AGE 5 TO 15,28,HOME,1876.40219583333
CHILD AGE 5 TO 15,28,MEAL,63.7871366666667
CHILD AGE 5 TO 15,28,OTHER,0
CHILD AGE 5 TO 15,28,SCHOOL,490.579304375
CHILD AGE 5 TO 15,28,SHOP,390.79791625
CHILD AGE 5 TO 15,28,SOC AND REC,395.200086875
CHILD AGE 5 TO 15,28,WORK,48.7196520833333
CHILD AGE 5 TO 15,29,COMMUTE,740.609621442558
CHILD AGE 5 TO 15,29,ESCORT,591.998053125
CHILD AGE 5 TO 15,29,HOME,1939.53320270833
CHILD AGE 5 TO 15,29,MEAL,83.5867070833333
CHILD AGE 5 TO 15,29,OTHER,0
CHILD AGE 5 TO 15,29,SCHOOL,398.01995875
CHILD AGE 5 TO 15,29,SHOP,339.329766458333
CHILD AGE 5 TO 15,29,SOC AND REC,428.35819375
CHILD AGE 5 TO 15,29,WORK,21.90217375
CHILD AGE 5 TO 15,30,COMMUTE,534.935929821456
CHILD AGE 5 TO 15,30,ESCORT,423.633666875
CHILD AGE 5 TO 15,30,HOME,1708.952324375
CHILD AGE 5 TO 15,30,MEAL,122.778320416667
CHILD AGE 5 TO 15,30,OTHER,0
CHILD AGE 5 TO 15,30,SCHOOL,268.034262708333
CHILD AGE 5 TO 15,30,SHOP,298.925751875
CHILD AGE 5 TO 15,30,SOC AND REC,447.585406041667
CHILD AGE 5 TO 15,30,WORK,9.832934375
CHILD AGE 5 TO 15,31,COMMUTE,494.132591270183
CHILD AGE 5 TO 15,31,ESCORT,300.288172291667
CHILD AGE 5 TO 15,31,HOME,1659.269149375
CHILD AGE 5 TO 15,31,MEAL,50.5284075
CHILD AGE 5 TO 15,31,OTHER,0
CHILD AGE 5 TO 15,31,SCHOOL,185.8190275
CHILD AGE 5 TO 15,31,SHOP,406.375289375
CHILD AGE 5 TO 15,31,SOC AND REC,544.79431125
CHILD AGE 5 TO 15,31,WORK,49.540028125
CHILD AGE 5 TO 15,32,COMMUTE,360.121800229211
CHILD AGE 5 TO 15,32,ESCORT,270.171588958333
CHILD AGE 5 TO 15,32,HOME,1390.66688541667
CHILD AGE 5 TO 15,32,MEAL,123.235360833333
CHILD AGE 5 TO 15,32,OTHER,0
CHILD AGE 5 TO 15,32,SCHOOL,103.974357291667
CHILD AGE 5 TO 15,32,SHOP,357.084948958333
CHILD AGE 5 TO 15,32,SOC AND REC,517.371214791666
CHILD AGE 5 TO 15,32,WORK,49.7063647916667
CHILD AGE 5 TO 15,33,COMMUTE,338.860277019604
CHILD AGE 5 TO 15,33,ESCORT,206.055734583333
CHILD AGE 5 TO 15,33,HOME,1346.32472708333
CHILD AGE 5 TO 15,33,MEAL,101.456741666667
CHILD AGE 5 TO 15,33,OTHER,0
CHILD AGE 5 TO 15,33,SCHOOL,82.3802583333333
CHILD AGE 5 TO 15,33,SHOP,330.012125833333
CHILD AGE 5 TO 15,33,SOC AND REC,512.764256666667
CHILD AGE 5 TO 15,33,WORK,58.062681875
CHILD AGE 5 TO 15,34,COMMUTE,290.321292443364
CHILD AGE 5 TO 15,34,ESCORT,196.741787083333
CHILD AGE 5 TO 15,34,HOME,1416.61163708333
CHILD AGE 5 TO 15,34,MEAL,147.170162708333
CHILD AGE 5 TO 15,34,OTHER,0
CHILD AGE 5 TO 15,34,SCHOOL,44.8198935416667
CHILD AGE 5 TO 15,34,SHOP,226.482705833333
CHILD AGE 5 TO 15,34,SOC AND REC,414.614020416667
CHILD AGE 5 TO 15,34,WORK,8.52265375
CHILD AGE 5 TO 15,35,COMMUTE,241.721980302778
CHILD AGE 5 TO 15,35,ESCORT,173.656496875
CHILD AGE 5 TO 15,35,HOME,1632.81433333333
CHILD AGE 5 TO 15,35,MEAL,108.651568125
CHILD AGE 5 TO 15,35,OTHER,0
CHILD AGE 5 TO 15,35,SCHOOL,24.2581297916667
CHILD AGE 5 TO 15,35,SHOP,115.698034166667
CHILD AGE 5 TO 15,35,SOC AND REC,280.936851666667
CHILD AGE 5 TO 15,35,WORK,8.52265375
CHILD AGE 5 TO 15,36,COMMUTE,142.753637657292
CHILD AGE 5 TO 15,36,ESCORT,124.886058333333
CHILD AGE 5 TO 15,36,HOME,1443.72425875
CHILD AGE 5 TO 15,36,MEAL,59.4939989583333
CHILD AGE 5 TO 15,36,OTHER,0
